#id	warrant0	warrant1	correctLabelW0orW1	reason	claim	debateTitle	debateInfo
4371398_686_A1LZPWVZRTUZD0	these machines cost is equvilant to illegal labor	these machines cost over 100 times as much as illegal labor	0	There are machines that can do the illegal labor.	Farms could survive without illegal labor	Could Farms Survive Without Illegal Labor?	If American growers depend on illegal labor, would strict enforcement of immigration laws drive up prices for fruits and vegetables?
4839122_716_AE861G0AY5RGT	a lack of education should exclude a person from being a citizen and remove their right to decide how they want this country to look	a lack of education doesn't exclude a person from being a citizen or their right to decide how they want this country to look	0	Politicians are criticized for pandering to unintelligent voters, so it makes no sense to demand that a larger number of such people be forced to vote.	Voting should not be mandatory	Should Voting Be Mandatory?	Or are there already too many people casting ballots?
2880029_0_A247LJDZOGXJK6	traditionally run farms are a drain on our natural resources	traditionally run farms help sustain our natural resources	1	Farm subsidies hurt the traditionally run farms.	Farm subsidies do not protect national security	Do Farm Subsidies Protect National Security?	Some new House Republicans who pledged to cut spending defend the flow of money to their states. Will the system be changed?
6890090_0_AE861G0AY5RGT	we require people pay taxes on capital gains	we don't require people actually pay taxes on capital gains	0	Stopping taxing capital gains won't cause growth.	Do not stop taxing capital gains	Should We Stop Taxing Capital Gains?	Would eliminating taxes on investment and savings help the economy grow or simply create more inequality?
11893023_269_A3GNQDFPZALU92	it's an overreach that is admittedly in service of a good cause, and if it's a case of over-extension of government involvement, it's a positive one, so	it's an overreach that is admittedly in service of a good cause, and if it's a case of over-extension of government involvement, it's a negative one, so	1	Government grading colleges is an overreach of powers.	Government should not grade colleges	Should the Government Grade Colleges?	Should the government rate colleges to hold them accountable for graduation rates, student debt and access for the poor and minorities?
8390305_345_A1HKYY6XI2OHO1	we should worry about children falling behind	we shouldn't worry about children falling behind	0	These preschools will benefit the lower middle class too who do not get free childcare programs, so their children won't be left out and fall behind.	Public preschool is a smart investment	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?
11653691_291_AE861G0AY5RGT	that attack did not lead to treaties to resolve issues	that attack lead to treaties to resolve issues	0	Jorday, Egypt, Syria and Lebanon attacked Israel in 1948.	Hamas-Fatah unity can't lead to mideast peace	Can Hamas-Fatah Unity Lead to Mideast Peace?	Will a reconciliation between Fatah and Hamas improve the chances of Arab-Israeli peace, which have dimmed as U.S.-backed talks foundered?
6897586_0_A34QZDSTKZ3JO9	income from capital gains is taxed like everything else	income wouldn't get taxed more than once	0	All income should be taxed the same, regardless of how it was obtained.	Do not stop taxing capital gains	Should We Stop Taxing Capital Gains?	Would eliminating taxes on investment and savings help the economy grow or simply create more inequality?
10344127_538_AE861G0AY5RGT	the recording process will never be done correctly	the recording process can be made to be done correctly	1	There will always be a recording if the process is done correctly.	Police officers should be required to wear cameras	If Police Encounters Were Filmed	Should police officers be required to wear cameras that record their interactions with the public?
11896947_661_A1I4CYG5YDFTYM	their achievements and success can be measured	their achievements and success can't be measured	1	Student learning can't be measured.	Government should not grade colleges	Should the Government Grade Colleges?	Should the government rate colleges to hold them accountable for graduation rates, student debt and access for the poor and minorities?
9045292_110_A1I4CYG5YDFTYM	most players are not much taller now than when the game was invented which makes it as impressive a feat as ever	most players are much taller now than when the game was invented which makes it less of a feat than it once was	0	It would be an awkward shot for those who are average height and not in the NBA.	Rim should not be raised	Raise the Rim?	Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised?
7951790_153_A1CF6U3GF7DZEJ	people sometimes can't get that stuff even if they are very poor	people can get that stuff unless they are very poor	0	Libraries have lots to offer in addition to books they provide music, dvd's, magazines and more.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
4062079_356_A3TKD7EJ6BM0M5	students need to practice self-directed learning	students need to be taught this valuable skill	1	Librarians are usually the only professionals able to teach students to recognize credible sources of information.	School librarians are not expendable	Are School Librarians Expendable?	States and cities are under severe budget constraints. They are turning to the library.
12012725_373_A34QZDSTKZ3JO9	not many teachers are fired	not many bad teachers are fired	1	Because of tenure, only a very small number of teachers are fired for cause.	Tenure protects bad teachers	Does Tenure Protect Bad Teachers or Good Schools?	Do job protections prevent bad faculty from being removed or do they provide for greater stability in a demanding, low-paid profession?
6893308_37_AE861G0AY5RGT	we were a very successful country when we taxed capitol gains	we were a very successful country when we didn't tax capitol gains	0	Not taxing capital gains did not work previously and it still won't.	Do not stop taxing capital gains	Should We Stop Taxing Capital Gains?	Would eliminating taxes on investment and savings help the economy grow or simply create more inequality?
11448878_687_APW9F8OTJ4KXO	suffering of an individual, while unfair, does not overshadow a threat to the public	suffering of an individual, is unfair, and overshadows a threat to the public	1	It is unfair for families affected by vaccine injuries to say that their suffering is for the greater good.	Vaccination should not be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
11403606_72_A1CF6U3GF7DZEJ	a free society has such risks	a free society does not need such risks	1	Unvaccinated children places others at risk.	Vaccination should be mandatory for all children	Making Vaccination Mandatory for All Children	Should parents no longer be allowed to get religious or philosophical exemptions from having their children immunized?
13081146_0_A1I4CYG5YDFTYM	they refuse to negotiate and fall in line with what other nations request	they won't refuse to negotiate and fall in line with what other nations request	1	Making it a state would force Israel to negotiate with them as an equal.	Nations should recognize a Palestinian state	Recognizing a Palestinian State	Should nations recognize a Palestinian state?
2701458_582_A138BU1VWM2RKN	free online language courses are often substandard	free online language courses are not substandard	1	The internet provides this kind of information for free.	Colleges do not need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
11891604_674_A1I4CYG5YDFTYM	it is impossible to fairly grade a college based on how many students pass or fail	it is possible to fairly grade a college based on how many students pass or fail	1	Government grading colleges would serve taxpayers, who expect high results from colleges.	Government should grade colleges	Should the Government Grade Colleges?	Should the government rate colleges to hold them accountable for graduation rates, student debt and access for the poor and minorities?
3231965_291_A2QVMCGDLTWV9	rebellion is not the source of bold thinking	rebellion is the source of bold thinking	0	It usually leads to rebellion.	Extreme parenting is counterproductive	Is Extreme Parenting Effective?	Does strict control of a child's life lead to greater success or can it be counterproductive?
6212507_226_A2QVMCGDLTWV9	It's impossible for anyone to have more than one culture.	It's possible for everyone to have more than one culture.	1	A person should be part of a country he/she shares a culture.	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans?	Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country.
7192051_342_A1I4CYG5YDFTYM	this milk isn't perfectly safe and healthy for people to drink	this milk is perfectly safe and still healthy for people to drink	0	Organic food is worth the expense since cows that produce regular milk are given steroids that can inhibit the natural nutrients that are available in organic milk.	Organic food is worth the expense	Is Organic Food Worth the Expense?	A recent study questions the nutritional value of organic food, but are there other benefits? Is it smart to go organic in a time of global food shortages?
7948878_0_A34QZDSTKZ3JO9	people cannot always use the internet in other places	people can use the internet in other places	0	It will be sad when libraries become only access points for the Internet.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
7441792_159_AE861G0AY5RGT	all reality shoes operate without any ethics	all reality shoes operate with the utmost ethics	0	Criticism needs to be strongly raised when a reality show is sexist, racist, or misogynistic.	Reality shows are worse than other TV	Are Reality Shows Worse Than Other TV?	Is a bad reality show worse than a bad sit-com? Is a compelling one less important than a compelling scripted drama?
5518992_134_A3TKD7EJ6BM0M5	parents don't want these students to have social interaction	students at home schools don't have social interaction	1	Playing with high school teams allows home-schoolers to have more social interaction.	Home-schoolers should play for high school teams	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?
2654957_283_A1CF6U3GF7DZEJ	the major car manufacturers want to switch	the major car manufacturers do not want to switch	0	The cost efficiency of electric cars will make gasoline powered vehicles go away	Electric cars will succeed	Will Electric Cars Finally Succeed?	Are plug-in cars the future, or will high cost and other technologies eclipse their promise?
5612405_265_A3TKD7EJ6BM0M5	pointless entertainment allows the brain to relax too much	pointless entertainment allows the brain to relax	0	People tend to watch pointless entertainment.	People are getting dumber	Are People Getting Dumber?	Sometimes when you turn on the TV, it's hard not to wonder: Is humanity devolving?
7237604_435_A34QZDSTKZ3JO9	everyone needs to see who they are targeting	no one wants to see who they are targeting	0	Drone attacks are impersonal and indiscriminate of targets.	Drone attacks make more harm	Do Drone Attacks Do More Harm Than Good?	Strikes have fueled anti-American sentiment, but also have taken out some terrorist targets. Are they making the U.S. safer or just more hated?
2876711_397_A1I4CYG5YDFTYM	things haven't changed since he was around	things have changed since he was around	0	My wise grandfather believed correctly that subsidies undermine farming.	Farm subsidies do not protect national security	Do Farm Subsidies Protect National Security?	Some new House Republicans who pledged to cut spending defend the flow of money to their states. Will the system be changed?
7644790_273_A3TKD7EJ6BM0M5	violence and loss of life won't stimulate the European economy	violence and loss of life will stimulate the European economy	0	If they don't abandon the Euro they will be creating violence and loss of life.	Germany should abandon the Euro	Should Germany Abandon the Euro?	The repercussions of Greece leaving the euro zone have been widely debated. But what if Germany left instead?
7952064_385_A34QZDSTKZ3JO9	printed pages are becoming obsolete	printed pages aren't becoming obsolete	1	People still like reading printed pages.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
13068403_151_AYFOAD75CRBKE	changes are seen	no change is seen	0	Sanctions against Cuba are examples of imperialist policies by country with a bad human rights record.	The U.S. should lift sanctions with Cuba	Hitting 'Restart' With Cuba	Should the U.S. lift sanctions and establish diplomatic relations with Cuba?
3639835_338_A34QZDSTKZ3JO9	the private sector will not earn more money	the private sector will earn more money	0	The only interest of the private sector is the bottom line profits.	Privatization is a bad deal for cities and states	Is Privatization a Bad Deal for Cities and States?	To save money, New York is turning the clock back on outsourcing by replacing private contractors with city workers.
9306087_837_A104V8NZIQFN2F	the working people do not need any more help	the working people need more help	1	Ending tipping would benefit working people.	Not to tip	To Tip or Not to Tip	Should restaurants do away with tipping?
10226758_89_A34QZDSTKZ3JO9	people make money off of them, benefitting society	people rarely make money off of them that benefits society	1	People who don't understand the odds are exploited with false hope of riches while communities are stripped of economic resources.	Casinos are too much of a gamble	Are Casinos Too Much of a Gamble?	Do the economic and fiscal benefits of casinos outweigh their social and economic costs?
7228812_179_A3GNQDFPZALU92	collateral damage is necessary as part of a war and ultimately drone attacks deliver peace	collateral damage isn't necessary as part of a war and ultimately drone attacks deliver destruction	1	Drones kill innocent people.	Drone attacks make more harm	Do Drone Attacks Do More Harm Than Good?	Strikes have fueled anti-American sentiment, but also have taken out some terrorist targets. Are they making the U.S. safer or just more hated?
13321356_0_A3GNQDFPZALU92	that difference is easily understood by parents	that difference is so easily blurred and disrespected	0	There is a difference between doing the homework for them, versus helping them understand the principles.	Parents should help their children with homework	Whose Work Is Homework?	Should parents help their children with homework? Or do they end up doing more harm than good?
3125279_227_A1DJNUJZN8FE7N	the lower expense has allowed for proper upkeep	even the lower expense hasn't allowed for proper upkeep	0	Biking is good for one's health and the environment. It is more expensive to maintain roads than bike lanes.	New York's bike lanes are working	Are New York's Bike Lanes Working?	Mayor Koch's bicycle network died quickly. Mayor Bloomberg's is remaking the streets of the city. What is the verdict so far?
13237789_21_A1DJNUJZN8FE7N	being a sentient being is not enough	being a sentient being is more than enough	0	There should be more prerequisites to voting than being alive.	Voting should not be a constitutional right	Should Voting Be a Constitutional Right?	Should a constitutional amendment guarantee the right to vote, to fend off efforts that inhibit and restrict voting?
4970171_352_APW9F8OTJ4KXO	personal annoyance is not a valid reason to deny a person their rights because of their physical condition	personal annoyance is a valid reason to deny a person their rights because of their personal condition	1	I get annoyed hearing people say that their weight is natural.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
12649273_121_A34QZDSTKZ3JO9	the good behavior will make players focus harder	the bad behavior will make players focus harder	0	Things that limit bad behavior in sports should be supported.	Tennis strung is not too tight	Is Tennis Strung Too Tight?	Some top players say fans should be allowed to be more exuberant. Maybe other changes in etiquette can be considered.
8385486_0_AE861G0AY5RGT	a child shouldn't start learning before they are kindergarten age	a child should start learning before they are kindergarten age	1	Preschool can provide substantial early childhood education.	Public preschool is a smart investment	Is Public Preschool a Smart Investment?	Would quality child care that included a preschool curriculum be a better national goal?
9306087_528_A3TKD7EJ6BM0M5	tipping will not weed out the corrupt professionals	tipping will weed out the corrupt professionals	0	Tipping is corrupt, you can't tip teachers, journalists, healthcare professionals.	Not to tip	To Tip or Not to Tip	Should restaurants do away with tipping?
7948914_704_A1CF6U3GF7DZEJ	those who cannot afford access may be denied in a capitalist society	those who cannot afford access will not be denied in a capitalist society	1	Libraries provides books and internet access to those who cannot afford it.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
6953350_0_A1DJNUJZN8FE7N	support those that don't appreciate it makes us look good	support those that don't appreciate it makes us look bad	1	Israel doesn't appreciate what we give them.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
9832599_0_A1I4CYG5YDFTYM	it is effecting the US and Europe and now the US must do something to help the problem	it is not effecting the US and Europe and the US should not do something to help the problem	1	In order to avoid becoming fully involved in their war, we should stay completely out of everything going on in Syria.	US should not attack Syria	Is an Attack on Syria Justified?	Should the United States and its allies launch air strikes against Syria in response to the Assad regime's reported use of chemical weapons?
9043990_0_A2D7S8Y2FAUWMC	many people are taller now, short players should find another sport	many people are taller now, short players shouldn't face even more disadvantages	1	Raising the rim would further increase the advantage of taller players, not decrease it.	Rim should not be raised	Raise the Rim?	Many basketball players today are a foot taller than players were in the 1800s; the rim is no longer out of reach. Should it be raised?
10095919_370_A1I4CYG5YDFTYM	this hasn't caused the cost of insurance to skyrocket	this has caused the cost of insurance to skyrocket	0	Obamacare has removed insurance companies' ability to refuse coverage to consumers.	Obamacare is working	Is Obamacare Working?	The law is starting to take effect. Were the dire predictions correct, or is it lowering costs and expanding access?
4425625_274_A247LJDZOGXJK6	research papers do not require the use of digital tools	research papers require the use of digital tools	1	Teaching students in the use of digital tools would be helpful.	Research papers are a useful exercise for college students	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?
6042475_741_A2OZTBCBOCHF9E	Some people don't like vegetables	everyone loves vegetables	1	Vegetable intake will lead to a healthier person.	Veganism is good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
6102751_193_A1LZPWVZRTUZD0	protein and carbs can be obtained more easily through a vegan diet than a non-vegan diet	protein and carbs are obtained  with more difficulty through a vegan diet than a non-vegan diet	1	The body does not function well without protein or carbs.	Veganism is not good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
11892792_20_A1I4CYG5YDFTYM	this wouldn't give them more incentive to work harder and do a better job	this would give them more incentive to work harder and do a better job	0	Government grading colleges will cause additional administrative costs which would be better spent on faculty.	Government should not grade colleges	Should the Government Grade Colleges?	Should the government rate colleges to hold them accountable for graduation rates, student debt and access for the poor and minorities?
9944889_71_A3TKD7EJ6BM0M5	salt is not a seasoning technically	salt is a seasoning technically	1	I should be able to season my food as I wish.	Salt should have a place at the table	Should Salt Have a Place at the Table?	More restaurants have been doing without salt shakers. Some chefs say that's sensible. Some diners find it annoying.
7441792_159_A1DJNUJZN8FE7N	almost no other shows on TV are equally sexist, racist, or misogynistic	almost all other shows on TV are equally sexist, racist, or misogynistic	0	Criticism needs to be strongly raised when a reality show is sexist, racist, or misogynistic.	Reality shows are worse than other TV	Are Reality Shows Worse Than Other TV?	Is a bad reality show worse than a bad sit-com? Is a compelling one less important than a compelling scripted drama?
12631449_628_A1LZPWVZRTUZD0	Assad is not actually fighting against ISIS	Assad is actually fighting against ISIS	1	The US should work with all of the countries that are fighting ISIS.	The U.S. should work with Assad to fight ISIS	Should the U.S. Work With Assad to Fight ISIS?	Is the militant group such a threat to the United States that working with the despised Syrian dictator would be in the national interest?
6537714_175_AE861G0AY5RGT	life itself teaches kids  to handle unexpected events and uncertainties	life itself doesn't teach kids to handle unexpected events and uncertainties	1	Family vacations teach children to handle uncertainties and unexpected happenings in an unfamiliar environment.	Parents should make vacation with kids	Are Family Vacations Worth It?	Should parents soldier forth and try to create those irreplaceable family memories? Or take a real break by zipping off without the kids?
7057234_301_A1DJNUJZN8FE7N	the most dangerous roles in government are official	the most dangerous roles in government are unofficial	0	The spouse of the candidate is not being elected and will have no official role in the administration.	We don't need to hear from candidate's spouse	Do We Need to Hear From the Candidate's Spouse?	What role should spouses of the nominees play at conventions? Is it appropriate (or useful) for them to give speeches?
11965227_789_A104V8NZIQFN2F	few arrests mean officers were doing their jobs	few arrests mean officers were not doing their jobs	0	There was a low number of arrests for marijuana.	Colorado didn't go too far with pot	Did Colorado Go Too Far With Pot?	Was the move to legalize marijuana done too quickly? Do changes need to be made to their approach?
2699384_0_A34QZDSTKZ3JO9	most people in Europe only more than one language	most people in Europe only use one language	0	French is a language that is used all throughout Europe.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
6953387_0_A1HKYY6XI2OHO1	our administration got elected running on the platform of irresponsibility	our administration got elected running on the platform of responsibility	1	Supporting Israel is as irresponsible as China supporting North Korea.	Supporting Israel hurts	Has Support for Israel Hurt U.S. Credibility?	Is support for Israel so entrenched in American politics that the U.S. has lost credibility and influence in the Middle East?
4964300_0_A104V8NZIQFN2F	the obese are now motivated legislation should help them like equal opportunity does for minorities	the obese are not motivated legislation should not help them like equal opportunity does for minorities	1	Companies have a right to align themselves with healthier individuals if they so choose, which doesn't penalize obese people but instead might motivate them.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
5612280_615_A3GNQDFPZALU92	even the smartest people make typographical and grammatical mistakes	only stupid people make typographical and grammatical mistakes	1	In highly respected publications there are numerous errors.	People are getting dumber	Are People Getting Dumber?	Sometimes when you turn on the TV, it's hard not to wonder: Is humanity devolving?
13039830_289_A247LJDZOGXJK6	losing trade increases the value of American goods	losing trade decreases the value of American goods	1	Before the embargo Cuba was one of our best trading partners and now we are losing lots of trade.	The U.S. should lift sanctions with Cuba	Hitting 'Restart' With Cuba	Should the U.S. lift sanctions and establish diplomatic relations with Cuba?
4389032_79_A1DJNUJZN8FE7N	NYC style is the best style in the world	NYC style isn't the best style in the world	1	People from different parts of the world are starting to reflect the same clothing trends as in NYC.	Globalization has ruined street style	Has Globalization Ruined Street Style?	While some cities have a unique fashion sense, others seem oddly familiar. Is the Internet to blame?
2565365_0_A1DJNUJZN8FE7N	that reach does not benefit workers whether they think so or not	that reach benefits workers whether they think so or not	0	The long reach of an employer's arm is legally unsupportable.	Speech cannot be limited for public workers	Can Speech Be Limited for Public Workers?	Should a New Jersey transit worker be fired for burning a Koran in his off-duty hours?
11652915_304_A104V8NZIQFN2F	the only peace lies in genocide	only war and turmoil lies in genocide	1	It is likely that Jewish people would be slaughtered, proof of that is what is happening between Egyptians and Muslims.	Hamas-Fatah unity can't lead to mideast peace	Can Hamas-Fatah Unity Lead to Mideast Peace?	Will a reconciliation between Fatah and Hamas improve the chances of Arab-Israeli peace, which have dimmed as U.S.-backed talks foundered?
4389032_79_A34QZDSTKZ3JO9	trends are now harder to point out	trends are now easier to point out	0	People from different parts of the world are starting to reflect the same clothing trends as in NYC.	Globalization has ruined street style	Has Globalization Ruined Street Style?	While some cities have a unique fashion sense, others seem oddly familiar. Is the Internet to blame?
10526193_653_AE861G0AY5RGT	a nuclear power plant is  resource and not a weapon	a nuclear power plant is a weapon and not a resource	1	Our history proves we cannot responsibly handle nuclear weapons.	Nuclear power is not the answer to climate change	Is Nuclear Power the Answer?	A group of climate scientists want environmentalists to see nuclear power as a way to combat climate change. Are they on to something?
6022867_778_AE861G0AY5RGT	evidence doesn't show vegan standards meet the average persons dietary requirement	evidence shows vegan standards more than meet the average persons dietary requirement	0	Everyone has different dietary requirements and compelling others to try to live by vegan standards may not work well for them.	Veganism is not good for everyone	Is Veganism Good For Everyone?	Maybe some of us simply weren't built to be vegans. Is the diet good for everyone?
6209268_513_A2QVMCGDLTWV9	it is a burden on countries to provide for retirees	it is a not a burden on countries to provide for retirees	1	With the way that retirement is heading in the US it is comforting to know that I have the option to retire in a country that will provide for me.	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans?	Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country.
9312264_156_A247LJDZOGXJK6	the restaurant chooses the servers and should be responsible for paying them	the restaurant chooses the servers and should not also be responsible for paying them	1	Diners may not be able to select the server, but they can compensate them according to their service.	To tip	To Tip or Not to Tip	Should restaurants do away with tipping?
10226758_0_A2GHGJP29KRWOQ	Darwinism says that the human race will suceed if we can weed out weakness	Darwinism says that the human race will fail if we weed out weakness	1	Gambling exploits greed and human weakness.	Casinos are too much of a gamble	Are Casinos Too Much of a Gamble?	Do the economic and fiscal benefits of casinos outweigh their social and economic costs?
8834740_580_A1I4CYG5YDFTYM	higher tuition results in more less for the college who can not add new programs and buildings	higher tuition results in more money for the college who can add new programs and buildings	0	College sports make tuition higher.	Drop sports program in undergraduate schools	Dropping the Ball	Should more undergraduate schools follow in the footsteps of Spelman College and consider dropping intercollegiate sports programs?
2699780_0_AE861G0AY5RGT	we have apps for our phones which can barely translate in other language when we don't speak the language	we have apps for our phones which can translate in other language when we don't speak the language	0	Not all science and technology workers speak English.	Colleges need humanities programs	Do Colleges Need French Departments?	With humanities programs being cut at many universities, what do students stand to lose?
11520908_55_APW9F8OTJ4KXO	we don't have the technology to have it transcribed without the use of a human	we now have the technology to have it transcribed without the use of a human	0	Somebody still needs to transcribe audio recordings.	Court stenographers are necessary	Are Court Stenographers Necessary?	After a New York court reporter left behind an incomplete record, some are asking whether it still makes sense to use stenographers in legal proceedings.
5449342_0_A34QZDSTKZ3JO9	some students can afford to work without pay	no students can afford to work without pay	1	Only those who are well off can afford to work without pay.	Unpaid internship exploit college students	Do Unpaid Internships Exploit College Students?	Should the government get tough to protect unpaid interns, or are internships a win-win?
12536410_1025_A34QZDSTKZ3JO9	industry can't change the world	industry can change the world	1	3D printing has the power to change all industries.	3-D printing will change the world	Will 3-D Printing Change the World?	For all the hype over three-dimensional printing, it's still unclear exactly how and when it will have an impact on our daily lives.
4581165_101_A34QZDSTKZ3JO9	we don't want to go to war with China	we could finally go to war with China	0	Selling arms to Taiwan could trigger an unwanted response from China.	Stop selling arms to Taiwan	Should the U.S. Keep Selling Arms to Taiwan?	The U.S. approved a $5.8 billion arms sale to Taiwan over China's protests. What are the consequences?
8470645_137_APW9F8OTJ4KXO	movies now have mediocre writing	movies are now able to become successful even with mediocre writing	0	movies become all about the special effects making pacing, story and character development irrelevant.	Computer-generated imagery is ruining cinema	Is That a Movie or Video Game?	Is computer-generated imagery, or C.G.I., ruining the magic of cinema or enhancing it?
6006832_105_A1I4CYG5YDFTYM	This information offers the same bland choices, people need to learn new ways to eat exciting food that is satisfying and healthy	This information offers the same bland choices, people do not need to learn new ways to eat exciting food that is satisfying and healthy	1	Information regarding healthy eating is readily accessible to any who care to educate themselves.	We do not need more advice about eating well	Do We Need More Advice About Eating Well?	Maybe Americans would be healthier if we understood nutrition better. Or maybe we know enough, and eat poorly for other reasons.
9853997_193_A8GWYS9O8FUEK	This aids in learning	This distracts from learning	0	There is a community made in the dorms.	Students should live on campus	Should Students Live on Campus or Off?	Is living in a dormitory worth the expense? Does living elsewhere mean missing out on the "college experience"?
4966940_0_AE861G0AY5RGT	being obese isn't always a matter of simply needing to lose weight	being obese is a matter of simply needing to lose weight	1	Overweight people can lose weight.	Legislation should not protect obese	Should Legislation Protect the Obese?	Should it be illegal for businesses to discriminate against unhealthy and heavily overweight applicants?
10752636_0_A1CF6U3GF7DZEJ	their stability excuses the fact that monarchy is inherently opposed to democracy	their stability does not excuse the fact that monarchy is inherently opposed to democracy	0	Constitutional monarchies can be as stable and prosperous as democracies.	Democracies should have monarchs	Should Democracies Have Monarchs?	Thailand's king was once seen as a steadying hand in the nation's rocky politics. But does that kind of intervention help or hinder?
5490554_85_A34QZDSTKZ3JO9	kids can play sports at home or in private leagues	kids cannot always play sports at home or in private leagues	1	All children should be able to participate in sports.	Home-schoolers should play for high school teams	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?
5483718_477_A1OYYWJ2B7OQTD	children should be allowed to have the experience of athletics	children shouldn't be allowed to have the experience of athletics if they haven't earned it	1	Like private school, boarding school, and religious school students, home schooled students might pay taxes, but the school colors are not meaningful to them.	Home-schoolers should not play for high school teams	Should Home-Schoolers Play for High School Teams?	Home-schoolers may not want their children in the classroom but they'd like to see them on the football field. Is that their right?
6212698_362_A1CF6U3GF7DZEJ	America does not always need to come first, being the most powerful nation	America should always come first, being the most powerful nation	0	Dual citizenship allows one to enjoy the pros and cons of the home country and the country that is welcoming them.	Dual citizenship should be allowed	Can Dual Citizens Be Good Americans?	Should dual citizenship be allowed? The pros and cons of pledging allegiance to more than one country.
7951380_271_A104V8NZIQFN2F	it is also peacful in my living room	it is other places aren't as peaceful	1	When school is not in session, one can still gain knowledge and a peaceful environment in a library.	We need libraries	Do We Still Need Libraries?	What are libraries for, and how should they evolve?
12408877_279_A1CF6U3GF7DZEJ	the slippery slope idea has led to many civil rights violations	the slippery slope idea has not led to many civil rights violations	1	If people can get away with breaking small laws, they will be more likely to break big ones.	Strictly enforcing minor violations deter more serious crime	Is 'Broken Windows' a Broken Policy for Police?	Does strictly enforcing minor violations deter more serious crime or simply harass and antagonize residents of high-crime neighborhoods?
13040340_0_AYFOAD75CRBKE	the embargo should be abolished	the embargo should be modified	0	The Cuban Embargo has been a joke for decades.	The U.S. should lift sanctions with Cuba	Hitting 'Restart' With Cuba	Should the U.S. lift sanctions and establish diplomatic relations with Cuba?
6516554_690_A34QZDSTKZ3JO9	children need to learn how to behave	children already know how to behave	1	Children need to learn self control and parents need to respect their child's autonomy.	Tracking kids invades privacy	You Can Track Your Kids. But Should You?	When does monitoring your children through technology cross the line into invasion of privacy?
4441037_436_APW9F8OTJ4KXO	critical thinking skills are not developed well before the college years	critical thinking skills are mostly developed well before the college years	0	A well written paper takes critical thinking skills.	Research papers are a useful exercise for college students	Are Research Papers a Waste of Time?	Has the Internet made research papers a useless exercise for college students? Is there a better way to assess knowledge?
13557962_5_A104V8NZIQFN2F	an independent body isn't used to conduct the lottery	an independent body conducts the lottery	0	Faux Lotteries are just a form of cherry picking.	Charter schools are cherry-picking students	Keeping Only the Best Behaved	Are charter schools, with their high rates of suspension and expulsion, cherry-picking students?
2655810_227_A2QVMCGDLTWV9	electricity does not only supplement gas	electricity can only supplement gas	0	Hybrids are common on the road today.	Electric cars will succeed	Will Electric Cars Finally Succeed?	Are plug-in cars the future, or will high cost and other technologies eclipse their promise?
6891432_76_A3TKD7EJ6BM0M5	capital gains don't count as riches	capital gains do count as riches	1	Rich people use society to get rich and they should be taxed on their riches.	Do not stop taxing capital gains	Should We Stop Taxing Capital Gains?	Would eliminating taxes on investment and savings help the economy grow or simply create more inequality?
5357182_129_A34QZDSTKZ3JO9	some kids are not challenged	some kids are too challenged	0	Parental control will lead to children being unchallenged at school.	Parents should not control what kids learn at school	Should Parents Control What Kids Learn at School?	In New Hampshire, parents can tailor each child's curriculum to avoid "objectionable" content. Does that turn education into a private right instead of a public good?
10338783_127_A2GHGJP29KRWOQ	that is sometimes required to get a criminal off the street	that is sometimes tempting to get a criminal off the street	1	Police officers are occasionally untruthful or falsify evidence.	Police officers should be required to wear cameras	If Police Encounters Were Filmed	Should police officers be required to wear cameras that record their interactions with the public?
